Wall time,Step,Value
1641136745.3479877,20,3.4059998989105225
1641136750.5826557,40,1.1383999586105347
1641136755.8063707,60,0.965499997138977
1641136760.9927104,80,2.537400007247925
1641136766.1923263,100,2.1214001178741455
1641136771.4192166,120,1.131600022315979
1641136776.6607656,140,2.126699924468994
1641136781.8869805,160,1.7634999752044678
1641136787.0861068,180,1.7371000051498413
1641136792.3218994,200,2.2479000091552734
1641136797.5345147,220,1.642699956893921
1641136802.7440445,240,1.5895999670028687
1641136807.9687078,260,2.643399953842163
1641136813.1542034,280,1.6715999841690063
1641136818.356513,300,1.3966000080108643
1641136823.5666378,320,1.5758999586105347
1641136828.7958555,340,2.3131000995635986
1641136833.9984314,360,0.9663000106811523
1641136839.2127593,380,1.968500018119812
1641136848.3158839,400,1.257699966430664
1641136853.506447,420,0.8367000222206116
1641136858.676871,440,0.412200003862381
1641136863.8733616,460,1.1634000539779663
1641136869.043196,480,0.7911999821662903
1641136874.2365353,500,0.541100025177002
1641136910.0497231,520,1.493499994277954
1641136915.2548327,540,1.2583999633789062
1641136920.4845154,560,1.7240999937057495
1641136925.6525958,580,0.2761000096797943
1641136930.822617,600,0.6021000146865845
1641136935.9878988,620,1.0771000385284424
1641136941.1595747,640,1.44159996509552
1641136946.3201966,660,0.5224000215530396
1641136951.4890862,680,0.4269999861717224
1641136956.6590645,700,1.0176000595092773
1641136961.833373,720,1.159999966621399
1641136967.0101442,740,1.1588000059127808
1641136972.1875656,760,1.5764000415802002
1641136977.3525608,780,0.44769999384880066
1641136986.4417598,800,0.5526000261306763
1641136991.5817208,820,0.0017999999690800905
1641136996.7421696,840,0.5343000292778015
1641137001.9048586,860,0.33709999918937683
1641137007.0836334,880,0.7936000227928162
1641137012.2348993,900,0.0006000000284984708
1641137017.360875,920,0.0005000000237487257
1641137022.5224245,940,0.03180000185966492
1641137027.6794147,960,0.4185999929904938
1641137032.852741,980,0.0015999999595806003
1641137037.9793992,1000,1.049399971961975
1641137073.331157,1020,0.725600004196167
1641137078.5598786,1040,0.3352000117301941
1641137083.812482,1060,0.616100013256073
1641137089.0945954,1080,0.26980000734329224
1641137094.2793152,1100,0.37689998745918274
1641137099.5710084,1120,0.0003000000142492354
1641137104.8016124,1140,0.6671000123023987
1641137109.9634216,1160,0.0005000000237487257
1641137115.168842,1180,0.3321000039577484
1641137124.3702948,1200,0.3296999931335449
1641137129.729579,1220,0.00019999999494757503
1641137134.86648,1240,0.659600019454956
1641137140.1342213,1260,0.00019999999494757503
1641137145.3625612,1280,0.013000000268220901
1641137150.4741218,1300,0.002899999963119626
1641137155.665642,1320,0.00019999999494757503
1641137160.8612893,1340,0.1273999959230423
1641137166.1766605,1360,0.00019999999494757503
1641137171.3337872,1380,0.015200000256299973
1641137176.4547417,1400,9.999999747378752e-05
